HGNC ID	Approved symbol	Approved name
HGNC:33698	LINC00322	long intergenic non-protein coding RNA 322
HGNC:19720	LINC00323	long intergenic non-protein coding RNA 323
HGNC:26628	LINC00324	long intergenic non-protein coding RNA 324
HGNC:41926	LINC00326	long intergenic non-protein coding RNA 326
HGNC:42009	LINC00327	long intergenic non-protein coding RNA 327
HGNC:42028	LINC00328	long intergenic non-protein coding RNA 328
HGNC:42027	LINC00328-2P	long intergenic non-protein coding RNA 328-2, pseudogene
HGNC:42038	LINC00329~withdrawn	entry withdrawn
HGNC:42047	LINC00330	long intergenic non-protein coding RNA 330
HGNC:42048	LINC00331	long intergenic non-protein coding RNA 331
HGNC:42049	LINC00332	long intergenic non-protein coding RNA 332
HGNC:42050	LINC00333	long intergenic non-protein coding RNA 333
HGNC:16425	LINC00334	long intergenic non-protein coding RNA 334
HGNC:33813	LINC00336	long intergenic non-protein coding RNA 336
HGNC:28620	LINC00337	long intergenic non-protein coding RNA 337
HGNC:25011	LINC00339	long intergenic non-protein coding RNA 339
HGNC:20353	LINC00341~withdrawn	symbol withdrawn, see SYNE3
HGNC:42470	LINC00342	long intergenic non-protein coding RNA 342
HGNC:42500	LINC00343	long intergenic non-protein coding RNA 343
HGNC:42501	LINC00344~withdrawn	symbol withdrawn, see LINC00343
HGNC:42503	LINC00345	long intergenic non-protein coding RNA 345
HGNC:27492	LINC00346	long intergenic non-protein coding RNA 346
HGNC:27890	LINC00347	long intergenic non-protein coding RNA 347
HGNC:42658	LINC00348	long intergenic non-protein coding RNA 348
HGNC:42667	LINC00349	long intergenic non-protein coding RNA 349
HGNC:42668	LINC00350	long intergenic non-protein coding RNA 350
HGNC:42669	LINC00351	long intergenic non-protein coding RNA 351
HGNC:42670	LINC00352	long intergenic non-protein coding RNA 352
HGNC:42671	LINC00353	long intergenic non-protein coding RNA 353
HGNC:42672	LINC00354	long intergenic non-protein coding RNA 354
HGNC:27061	LINC00355	long intergenic non-protein coding RNA 355
HGNC:42675	LINC00356~withdrawn	entry withdrawn
HGNC:42677	LINC00357~withdrawn	entry withdrawn
HGNC:42678	LINC00358	long intergenic non-protein coding RNA 358
HGNC:42679	LINC00359	long intergenic non-protein coding RNA 359
HGNC:42681	LINC00361~withdrawn	entry withdrawn
HGNC:42682	LINC00362	long intergenic non-protein coding RNA 362
HGNC:42684	LINC00363	long intergenic non-protein coding RNA 363
HGNC:42686	LINC00364	long intergenic non-protein coding RNA 364
HGNC:42687	LINC00365	long intergenic non-protein coding RNA 365
HGNC:42688	LINC00366	long intergenic non-protein coding RNA 366
HGNC:42689	LINC00367	long intergenic non-protein coding RNA 367
HGNC:42690	LINC00368	long intergenic non-protein coding RNA 368
HGNC:42692	LINC00370	long intergenic non-protein coding RNA 370
HGNC:42694	LINC00372~withdrawn	entry withdrawn
HGNC:42695	LINC00373	long intergenic non-protein coding RNA 373
HGNC:42698	LINC00374	long intergenic non-protein coding RNA 374
HGNC:42699	LINC00375	long intergenic non-protein coding RNA 375
HGNC:42701	LINC00376	long intergenic non-protein coding RNA 376
HGNC:42703	LINC00377	long intergenic non-protein coding RNA 377
HGNC:42704	LINC00378	long intergenic non-protein coding RNA 378
HGNC:42705	LINC00379	long intergenic non-protein coding RNA 379
HGNC:42706	LINC00380	long intergenic non-protein coding RNA 380
HGNC:42708	LINC00381	long intergenic non-protein coding RNA 381
HGNC:42709	LINC00382	long intergenic non-protein coding RNA 382
HGNC:42710	LINC00383	long intergenic non-protein coding RNA 383
HGNC:42711	LINC00384	long intergenic non-protein coding RNA 384
HGNC:42713	LINC00385	long intergenic non-protein coding RNA 385
HGNC:42715	LINC00387	long intergenic non-protein coding RNA 387
HGNC:42716	LINC00388	long intergenic non-protein coding RNA 388
HGNC:42718	LINC00390	long intergenic non-protein coding RNA 390
HGNC:42719	LINC00391	long intergenic non-protein coding RNA 391
HGNC:42720	LINC00392	long intergenic non-protein coding RNA 392
HGNC:42721	LINC00393	long intergenic non-protein coding RNA 393
HGNC:42723	LINC00395	long intergenic non-protein coding RNA 395
HGNC:42724	LINC00396	long intergenic non-protein coding RNA 396
HGNC:42725	LINC00397	long intergenic non-protein coding RNA 397
HGNC:42727	LINC00398	long intergenic non-protein coding RNA 398
HGNC:42728	LINC00399	long intergenic non-protein coding RNA 399
HGNC:42729	LINC00400	long intergenic non-protein coding RNA 400
HGNC:42731	LINC00401~withdrawn	symbol withdrawn, see LINC00383
HGNC:42732	LINC00402	long intergenic non-protein coding RNA 402
HGNC:42734	LINC00404	long intergenic non-protein coding RNA 404
HGNC:42739	LINC00407	long intergenic non-protein coding RNA 407
HGNC:42740	LINC00408	long intergenic non-protein coding RNA 408
HGNC:42742	LINC00410	long intergenic non-protein coding RNA 410
HGNC:42744	LINC00411	long intergenic non-protein coding RNA 411
HGNC:42745	LINC00412	long intergenic non-protein coding RNA 412
HGNC:42746	LINC00413~withdrawn	entry withdrawn
HGNC:42747	LINC00414~withdrawn	symbol withdrawn, see ANKRD26P3
HGNC:42748	LINC00415	long intergenic non-protein coding RNA 415
HGNC:42751	LINC00417~withdrawn	entry withdrawn
HGNC:42752	LINC00418~withdrawn	entry withdrawn
HGNC:42753	LINC00419~withdrawn	entry withdrawn
HGNC:42754	LINC00420~withdrawn	entry withdrawn
HGNC:42755	LINC00421	long intergenic non-protein coding RNA 421
HGNC:42757	LINC00422~withdrawn	symbol withdrawn, see LINC00539
HGNC:42758	LINC00423	long intergenic non-protein coding RNA 423
HGNC:42815	LINC00424	long intergenic non-protein coding RNA 424
HGNC:42761	LINC00426	long intergenic non-protein coding RNA 426
HGNC:42762	LINC00427	long intergenic non-protein coding RNA 427
HGNC:42763	LINC00428	long intergenic non-protein coding RNA 428
HGNC:42765	LINC00430	long intergenic non-protein coding RNA 430
HGNC:42766	LINC00431	long intergenic non-protein coding RNA 431
HGNC:42768	LINC00433	long intergenic non-protein coding RNA 433
HGNC:42769	LINC00434	long intergenic non-protein coding RNA 434
HGNC:42772	LINC00437	long intergenic non-protein coding RNA 437
HGNC:42775	LINC00438~withdrawn	entry withdrawn
HGNC:42776	LINC00439~withdrawn	entry withdrawn
HGNC:42777	LINC00440	long intergenic non-protein coding RNA 440
HGNC:42779	LINC00442	long intergenic non-protein coding RNA 442
HGNC:42780	LINC00443	long intergenic non-protein coding RNA 443
HGNC:42781	LINC00444	long intergenic non-protein coding RNA 444
HGNC:42782	LINC00445	long intergenic non-protein coding RNA 445
HGNC:42783	LINC00446	long intergenic non-protein coding RNA 446
HGNC:42785	LINC00448	long intergenic non-protein coding RNA 448
HGNC:42786	LINC00449	long intergenic non-protein coding RNA 449
HGNC:42800	LINC00452	long intergenic non-protein coding RNA 452
HGNC:42801	LINC00453~withdrawn	symbol withdrawn, see LINC00452
HGNC:42802	LINC00454	long intergenic non-protein coding RNA 454
HGNC:42804	LINC00456	long intergenic non-protein coding RNA 456
HGNC:42805	LINC00457	long intergenic non-protein coding RNA 457
HGNC:42807	LINC00458	long intergenic non-protein coding RNA 458
HGNC:42808	LINC00459	long intergenic non-protein coding RNA 459
HGNC:42809	LINC00460	long intergenic non-protein coding RNA 460
HGNC:42810	LINC00461	long intergenic non-protein coding RNA 461
HGNC:42811	LINC00462	long intergenic non-protein coding RNA 462
HGNC:42813	LINC00463	long intergenic non-protein coding RNA 463
HGNC:42814	LINC00464~withdrawn	symbol withdrawn, see STARD13
HGNC:27294	LINC00466	long intergenic non-protein coding RNA 466
HGNC:28227	LINC00467	long intergenic non-protein coding RNA 467
HGNC:26863	LINC00469	long intergenic non-protein coding RNA 469
HGNC:1225	LINC00470	long intergenic non-protein coding RNA 470
HGNC:28668	LINC00471	long intergenic non-protein coding RNA 471
HGNC:21380	LINC00472	long intergenic non-protein coding RNA 472
HGNC:21160	LINC00473	long intergenic non-protein coding RNA 473
HGNC:23367	LINC00474	long intergenic non-protein coding RNA 474
HGNC:23569	LINC00475	long intergenic non-protein coding RNA 475
HGNC:27858	LINC00476	long intergenic non-protein coding RNA 476
HGNC:26557	LINC00477	long intergenic non-protein coding RNA 477
HGNC:19727	LINC00479	long intergenic non-protein coding RNA 479
HGNC:39817	LINC00481~withdrawn	entry withdrawn
HGNC:26816	LINC00482	long intergenic non-protein coding RNA 482
HGNC:27862	LINC00484	long intergenic non-protein coding RNA 484
HGNC:27476	LINC00485	long intergenic non-protein coding RNA 485
HGNC:42946	LINC00486	long intergenic non-protein coding RNA 486
HGNC:42947	LINC00487	long intergenic non-protein coding RNA 487
HGNC:32675	LINC00488	long intergenic non-protein coding RNA 488
HGNC:43426	LINC00489	long intergenic non-protein coding RNA 489
HGNC:43428	LINC00491	long intergenic non-protein coding RNA 491
HGNC:43429	LINC00492	long intergenic non-protein coding RNA 492
HGNC:27657	LINC00494	long intergenic non-protein coding RNA 494
HGNC:43435	LINC00498	long intergenic non-protein coding RNA 498
HGNC:43436	LINC00499	long intergenic non-protein coding RNA 499
HGNC:43437	LINC00500	long intergenic non-protein coding RNA 500
HGNC:43439	LINC00501	long intergenic non-protein coding RNA 501
HGNC:43442	LINC00502	long intergenic non-protein coding RNA 502
HGNC:43555	LINC00504	long intergenic non-protein coding RNA 504
HGNC:43556	LINC00505~withdrawn	symbol withdrawn, see FAAHP1
HGNC:43557	LINC00506	long intergenic non-protein coding RNA 506
HGNC:43558	LINC00507	long intergenic non-protein coding RNA 507
HGNC:43559	LINC00508	long intergenic non-protein coding RNA 508
HGNC:43564	LINC00511	long intergenic non-protein coding RNA 511
HGNC:43566	LINC00513	long intergenic non-protein coding RNA 513
HGNC:27549	LINC00514	long intergenic non-protein coding RNA 514
HGNC:16019	LINC00515	long intergenic non-protein coding RNA 515
HGNC:19831	LINC00517	long intergenic non-protein coding RNA 517
HGNC:28626	LINC00518	long intergenic non-protein coding RNA 518
HGNC:19838	LINC00519	long intergenic non-protein coding RNA 519
HGNC:19843	LINC00520	long intergenic non-protein coding RNA 520
HGNC:20117	LINC00523	long intergenic non-protein coding RNA 523
HGNC:20118	LINC00524	long intergenic non-protein coding RNA 524
HGNC:40290	LINC00525	long intergenic non-protein coding RNA 525
HGNC:28278	LINC00526	long intergenic non-protein coding RNA 526
HGNC:17215	LINC00527	long intergenic non-protein coding RNA 527
HGNC:26875	LINC00528	long intergenic non-protein coding RNA 528
HGNC:15544	LINC00529	long intergenic non-protein coding RNA 529
HGNC:18690	LINC00533	long intergenic non-protein coding RNA 533
HGNC:43643	LINC00534	long intergenic non-protein coding RNA 534
HGNC:43644	LINC00535	long intergenic non-protein coding RNA 535
HGNC:43645	LINC00536	long intergenic non-protein coding RNA 536
HGNC:43654	LINC00537	long intergenic non-protein coding RNA 537
HGNC:43655	LINC00538	long intergenic non-protein coding RNA 538
HGNC:43672	LINC00539	long intergenic non-protein coding RNA 539
HGNC:43673	LINC00540	long intergenic non-protein coding RNA 540
HGNC:43678	LINC00543	long intergenic non-protein coding RNA 543
HGNC:43679	LINC00544	long intergenic non-protein coding RNA 544
HGNC:43680	LINC00545	long intergenic non-protein coding RNA 545
HGNC:43682	LINC00547	long intergenic non-protein coding RNA 547
HGNC:43683	LINC00548	long intergenic non-protein coding RNA 548
HGNC:43688	LINC00550	long intergenic non-protein coding RNA 550
HGNC:43691	LINC00551	long intergenic non-protein coding RNA 551
HGNC:43692	LINC00552	long intergenic non-protein coding RNA 552
HGNC:43697	LINC00554	long intergenic non-protein coding RNA 554
HGNC:43699	LINC00555	long intergenic non-protein coding RNA 555
HGNC:43700	LINC00556	long intergenic non-protein coding RNA 556
HGNC:43701	LINC00557	long intergenic non-protein coding RNA 557
HGNC:43702	LINC00558	long intergenic non-protein coding RNA 558
HGNC:43703	LINC00559	long intergenic non-protein coding RNA 559
HGNC:43704	LINC00560	long intergenic non-protein coding RNA 560
HGNC:43705	LINC00561	long intergenic non-protein coding RNA 561
HGNC:43706	LINC00562	long intergenic non-protein coding RNA 562
HGNC:43707	LINC00563	long intergenic non-protein coding RNA 563
HGNC:43708	LINC00564	long intergenic non-protein coding RNA 564
HGNC:43709	LINC00565	long intergenic non-protein coding RNA 565
HGNC:43710	LINC00566	long intergenic non-protein coding RNA 566
HGNC:43711	LINC00567	long intergenic non-protein coding RNA 567
HGNC:43717	LINC00570	long intergenic non-protein coding RNA 570
HGNC:43721	LINC00571	long intergenic non-protein coding RNA 571
HGNC:43722	LINC00572	long intergenic non-protein coding RNA 572
HGNC:21598	LINC00574	long intergenic non-protein coding RNA 574
HGNC:21342	LINC00575	long intergenic non-protein coding RNA 575
HGNC:43807	LINC00578	long intergenic non-protein coding RNA 578
HGNC:43840	LINC00581	long intergenic non-protein coding RNA 581
HGNC:43842	LINC00582	long intergenic non-protein coding RNA 582
HGNC:31437	LINC00583	long intergenic non-protein coding RNA 583
HGNC:31372	LINC00587	long intergenic non-protein coding RNA 587
HGNC:24494	LINC00588	long intergenic non-protein coding RNA 588
HGNC:32299	LINC00589	long intergenic non-protein coding RNA 589
HGNC:27474	LINC00592	long intergenic non-protein coding RNA 592
HGNC:32382	LINC00593	long intergenic non-protein coding RNA 593
HGNC:32358	LINC00594~withdrawn	symbol withdrawn, see DISP2
HGNC:31430	LINC00595	long intergenic non-protein coding RNA 595
HGNC:23167	LINC00596	long intergenic non-protein coding RNA 596
HGNC:1193	LINC00597	long intergenic non-protein coding RNA 597
HGNC:42770	LINC00598	long intergenic non-protein coding RNA 598
HGNC:27231	LINC00599	long intergenic non-protein coding RNA 599
HGNC:43916	LINC00601	long intergenic non-protein coding RNA 601
HGNC:43917	LINC00602	long intergenic non-protein coding RNA 602
HGNC:43918	LINC00603	long intergenic non-protein coding RNA 603
HGNC:43924	LINC00604	long intergenic non-protein coding RNA 604
HGNC:43928	LINC00605	long intergenic non-protein coding RNA 605
HGNC:43931	LINC00606	long intergenic non-protein coding RNA 606
HGNC:43944	LINC00607	long intergenic non-protein coding RNA 607
HGNC:27179	LINC00608	long intergenic non-protein coding RNA 608
HGNC:43960	LINC00609	long intergenic non-protein coding RNA 609
HGNC:23262	LINC00610~withdrawn	entry withdrawn
HGNC:28621	LINC00612	long intergenic non-protein coding RNA 612
HGNC:44060	LINC00613	long intergenic non-protein coding RNA 613
HGNC:30165	LINC00614	long intergenic non-protein coding RNA 614
HGNC:26343	LINC00615	long intergenic non-protein coding RNA 615
HGNC:44065	LINC00616	long intergenic non-protein coding RNA 616
HGNC:20110	LINC00618	long intergenic non-protein coding RNA 618
HGNC:31657	LINC00619	long intergenic non-protein coding RNA 619
HGNC:44223	LINC00620	long intergenic non-protein coding RNA 620
HGNC:44227	LINC00621	long intergenic non-protein coding RNA 621
HGNC:44251	LINC00622	long intergenic non-protein coding RNA 622
HGNC:44252	LINC00623	long intergenic non-protein coding RNA 623
HGNC:44254	LINC00624	long intergenic non-protein coding RNA 624
HGNC:44257	LINC00626	long intergenic non-protein coding RNA 626
HGNC:27008	LINC00628	long intergenic non-protein coding RNA 628
HGNC:44262	LINC00629	long intergenic non-protein coding RNA 629
HGNC:44263	LINC00630	long intergenic non-protein coding RNA 630
HGNC:27865	LINC00632	long intergenic non-protein coding RNA 632
HGNC:27930	LINC00634	long intergenic non-protein coding RNA 634
HGNC:27184	LINC00635	long intergenic non-protein coding RNA 635
HGNC:27702	LINC00636	long intergenic non-protein coding RNA 636
HGNC:27069	LINC00637	long intergenic non-protein coding RNA 637
HGNC:28325	LINC00638	long intergenic non-protein coding RNA 638
HGNC:27502	LINC00639	long intergenic non-protein coding RNA 639
HGNC:44291	LINC00640	long intergenic non-protein coding RNA 640
HGNC:27511	LINC00641	long intergenic non-protein coding RNA 641
HGNC:44293	LINC00642	long intergenic non-protein coding RNA 642
HGNC:44296	LINC00643	long intergenic non-protein coding RNA 643
HGNC:44297	LINC00644	long intergenic non-protein coding RNA 644
HGNC:44299	LINC00645	long intergenic non-protein coding RNA 645
HGNC:44302	LINC00648	long intergenic non-protein coding RNA 648
HGNC:44305	LINC00649	long intergenic non-protein coding RNA 649
HGNC:44306	LINC00650~withdrawn	entry withdrawn
HGNC:25003	LINC00652	long intergenic non-protein coding RNA 652
HGNC:44308	LINC00653	long intergenic non-protein coding RNA 653
HGNC:27154	LINC00654	long intergenic non-protein coding RNA 654
HGNC:27304	LINC00656	long intergenic non-protein coding RNA 656
HGNC:44315	LINC00658	long intergenic non-protein coding RNA 658
HGNC:44316	LINC00659	long intergenic non-protein coding RNA 659
HGNC:27002	LINC00661	long intergenic non-protein coding RNA 661
HGNC:27122	LINC00662	long intergenic non-protein coding RNA 662
HGNC:28609	LINC00663	long intergenic non-protein coding RNA 663
HGNC:44319	LINC00664	long intergenic non-protein coding RNA 664
HGNC:44323	LINC00665	long intergenic non-protein coding RNA 665
HGNC:27906	LINC00667	long intergenic non-protein coding RNA 667
HGNC:44328	LINC00668	long intergenic non-protein coding RNA 668
HGNC:44338	LINC00670	long intergenic non-protein coding RNA 670
HGNC:44339	LINC00671	long intergenic non-protein coding RNA 671
HGNC:44353	LINC00672	long intergenic non-protein coding RNA 672
HGNC:44354	LINC00673	long intergenic non-protein coding RNA 673
HGNC:44355	LINC00674	long intergenic non-protein coding RNA 674
HGNC:44394	LINC00676	long intergenic non-protein coding RNA 676
HGNC:20121	LINC00677	long intergenic non-protein coding RNA 677
HGNC:44413	LINC00678	long intergenic non-protein coding RNA 678
HGNC:44417	LINC00680	long intergenic non-protein coding RNA 680
HGNC:44423	LINC00681	long intergenic non-protein coding RNA 681
HGNC:44466	LINC00682	long intergenic non-protein coding RNA 682
HGNC:44467	LINC00683	long intergenic non-protein coding RNA 683
HGNC:27560	LINC00685	long intergenic non-protein coding RNA 685
HGNC:16221	LINC00686	long intergenic non-protein coding RNA 686
HGNC:16194	LINC00687	long intergenic non-protein coding RNA 687
HGNC:27217	LINC00689	long intergenic non-protein coding RNA 689
HGNC:44503	LINC00690	long intergenic non-protein coding RNA 690
HGNC:44514	LINC00691	long intergenic non-protein coding RNA 691
HGNC:27708	LINC00692	long intergenic non-protein coding RNA 692
HGNC:44526	LINC00693	long intergenic non-protein coding RNA 693
HGNC:34426	LINC00696	long intergenic non-protein coding RNA 696
HGNC:27720	LINC00698	long intergenic non-protein coding RNA 698
HGNC:27422	LINC00700	long intergenic non-protein coding RNA 700
HGNC:44674	LINC00701	long intergenic non-protein coding RNA 701
HGNC:44676	LINC00702	long intergenic non-protein coding RNA 702
HGNC:44677	LINC00703	long intergenic non-protein coding RNA 703
HGNC:27874	LINC00705	long intergenic non-protein coding RNA 705
HGNC:44690	LINC00706	long intergenic non-protein coding RNA 706
HGNC:44691	LINC00707	long intergenic non-protein coding RNA 707
HGNC:44694	LINC00708	long intergenic non-protein coding RNA 708
HGNC:44700	LINC00709	long intergenic non-protein coding RNA 709
HGNC:27386	LINC00710	long intergenic non-protein coding RNA 710
HGNC:50281	LINC00824	long intergenic non-protein coding RNA 824
HGNC:44915	LINC00836	long intergenic non-protein coding RNA 836
HGNC:27436	LINC00837	long intergenic non-protein coding RNA 837
HGNC:44963	LINC00838	long intergenic non-protein coding RNA 838
HGNC:28269	LINC00839	long intergenic non-protein coding RNA 839
HGNC:44987	LINC00840	long intergenic non-protein coding RNA 840
HGNC:27430	LINC00841	long intergenic non-protein coding RNA 841
HGNC:44989	LINC00842	long intergenic non-protein coding RNA 842
HGNC:45009	LINC00843	long intergenic non-protein coding RNA 843
HGNC:45031	LINC00844	long intergenic non-protein coding RNA 844
HGNC:45033	LINC00845	long intergenic non-protein coding RNA 845
HGNC:16080	LINC00846	long intergenic non-protein coding RNA 846
HGNC:45050	LINC00847	long intergenic non-protein coding RNA 847
HGNC:45077	LINC00849~withdrawn	entry withdrawn
HGNC:45092	LINC00850	long intergenic non-protein coding RNA 850
HGNC:43424	LINC00851	long intergenic non-protein coding RNA 851
HGNC:29904	LINC00852	long intergenic non-protein coding RNA 852
HGNC:43716	LINC00853	long intergenic non-protein coding RNA 853
HGNC:45111	LINC00856	long intergenic non-protein coding RNA 856
HGNC:45114	LINC00857	long intergenic non-protein coding RNA 857
HGNC:27276	LINC00858	long intergenic non-protein coding RNA 858
HGNC:45133	LINC00861	long intergenic non-protein coding RNA 861
HGNC:21901	LINC00862	long intergenic non-protein coding RNA 862
HGNC:45162	LINC00863	long intergenic non-protein coding RNA 863
HGNC:45170	LINC00865	long intergenic non-protein coding RNA 865
